event_type,event_date,tail_number,highest_injury_level,fatal_injury_count,serious_injury_count,minor_injury_count,probable_cause,latitude,longitude,airport_id,operator,make,aircraft_damage,model
INC,2006-08-21,N14655,none,0,0,0,overload failure airplane nose landing gear tow repositioning,40.692501,-74.168609,EWR,continental,boeing,Minor,737
INC,2006-08-20,N944AS,none,0,0,0,wing heater blanket wiring installation chaff arc produce electrical smell cabin area,33.818332,-118.152778,LGB,alaska,mcdonnell_douglas,Minor,DC-8
ACC,2006-07-27,N529AU,minor,0,0,3,airplane tug driver inadvertent movement tug gear shift lever forward reverse result nose landing gear collapse contribute accident defective gear shift lever,40.488056,-80.226387,PIT,us airways,boeing,Substantial,737
INC,2006-07-23,"N315UA, N418MC",none,0,0,0,failure ord tower south local controller monitor atlas air flight arrival runway subsequently clear united airlines flight takeoff intersect runway cause loss separation aircraft,41.97861,-87.903335,ORD,united,boeing,no_damage,737
INC,2006-05-18,N949AS,none,0,0,0,flightcrew delay unstabilized approach land result drag wingtip runway factor associate incident flightcrew unstabilized approach,64.800003,-147.850006,FAI,alaska,mcdonnell_douglas,Minor,MD-83
INC,2006-03-21,N574AA,none,0,0,0,captain failure follow exist company procedure stabilized report modify,39.861389,-104.673057,DEN,american,mcdonnell_douglas,Minor,DC-8
ACC,2006-02-08,N748UP,minor,0,0,3,flight cargo fire initiate reportunavailable source likely locate cargo container contribute loss aircraft inadequate certification test requirement smoke fire detection system lack board fire suppression system,39.950862,-75.170875,PHL,united,mcdonnell_douglas,Destroyed,DC-8
ACC,2006-01-16,N32626,fatal,1,0,0,mechanic failure maintain proper clearance engine intake jet engine run failure contract maintenance personnel follow write procedure directive contain airline general maintenance manual factor contribute accident insufficient training provide contract mechanic airline failure airport disseminate policy prohibit ground engine run idle power terminal area,0.0,0.0,ELP,continental,boeing,Minor,737
INC,2006-01-02,N390AE,none,0,0,0,flight loss control ice accrete supercoole liquid droplet sld condition flight crew failure maintain specify minimum airspeed ice condition contribute accident flight crew decision climb airplane know forecast ice condition autopilot mode contrary specify operator airplane operation manual climb period ice accretion ice present airframe,35.052501,-120.121665,SBP,american,saab,no_damage,SAAB-340
INC,2005-12-15,"N319UP, N32404",none,0,0,0,captain failure maintain clearance parked airplane await gate contribute factor taxi procedure issue ground control advise captain ramp area tax designate non movement area tower control factor company notice airman notams issue advise pilot tarmac marking particular ramp area accurate area non movement area control tower,29.984443,-95.341392,IAH,united,boeing,Minor,767
INC,2005-11-09,UNKNO WN,none,0,0,0,local controller failure monitor operation recognize develop traffic conflict result loss separation comair contribute accident controller incorrect prioritization workload,26.0725,-80.152496,FLL,us airways,boeing,no_damage,737
INC,2005-10-10,N927FR,none,0,0,0,de ice vehicle operator failure follow post de icing procedure result collision contribute factor fog snow de icing vehicle,39.861389,-104.673057,DEN,frontier,airbus,Minor,A319
INC,2005-09-21,N536JB,none,0,0,0,fatigue failure anti rotation lug repeat cyclic pre landing test allow nosewheel deviate degree position land gear retraction contribute factor design brake steering control unit bscu system logic prevent nosewheel center contribute lack procedure attempt reset bscu system condition,33.942501,-118.408058,LAX,jetblue,airbus,Minor,A320
ACC,2005-09-18,N583NK,none,0,0,0,follow bounce landing pilot command activate sidestick controller officer control airplane subsequently result overcontrol pitch tailstrike contribute circumstance accident pilot command failure properly activate sidestick takeover push button prior remedial action operator insufficient emphasis bounce landing recovery technique tailstrike avoidance procedure,26.120054,-80.129302,FLL,spirit,airbus,Substantial,A321
ACC,2005-08-20,N557TZ,none,0,0,0,flightcrew failure maintain clearance fence taxi,41.787498,-87.754165,MDW,american,boeing,Substantial,757
ACC,2005-08-08,"N73270, N10575",none,0,0,0,airport failure install marking parking block border taxiway fail provide adequate clearance taxi airplane airplane park block factor accident air traffic control use unmarked parking block flight crew misjudgement clearance airplane parked airplane block taxi,40.7,-74.172225,EWR,continental,boeing,Substantial,737
INC,2005-06-19,N24633,none,0,0,0,left wing walker failure maintain adequate visual lookout contribute factor inadequate initial training failure ground personnel follow company procedure directive,40.789157,-111.959922,SLC,continental,boeing,Minor,737
INC,2005-05-28,N911TW,none,0,0,0,reason occurrence determine,39.861389,-104.673057,DEN,american,mcdonnell_douglas,Minor,DC-8
ACC,2005-03-02,N78008,none,0,0,0,captain failure follow company procedure result tail strike contribute gusty crosswind tailwind condition manufacturer failure provide adequate performance planning datum account gusty crosswind takeoff,40.698612,-74.169998,EWR,continental,boeing,Substantial,777
INC,2004-11-21,N234AA,none,0,0,0,officer failure maintain proper glide slope landing approach captain failure adequately monitor approach landing failure challenge intervene officer continue descend glide slope factor contribute incident officer lack recent experience fly complete ils approach actual instrument condition low ceiling fog,39.827499,-104.660552,DEN,american,mcdonnell_douglas,Minor,DC-8
ACC,2004-10-25,N376AE,serious,0,1,0,ground personnel failure maintain clearance propeller contribute factor ground personnel failure comply procedure directive ground personnel failure properly use equipment,32.896667,-97.03778,DFW,american,saab,no_damage,SAAB-340
ACC,2004-08-30,N742RW,none,0,0,0,officer failure maintain aircraft control contribute factor captain delay remedial action crosswind,31.806667,-106.377777,ELP,us airways,boeing,Substantial,727
INC,2003-11-29,N303FL,none,0,0,0,restrict movement flight control yoke tiller wheel steering reason undetermined,39.858333,-104.666946,DEN,frontier,boeing,no_damage,737
ACC,2003-11-14,N178UA,none,0,0,0,tail strike combination wind shift headwind tailwind rotation pilot control input crosswind condition,37.618888,-122.391387,SFO,united,boeing,Substantial,747
ACC,2003-10-07,"N222UA, JA709A",none,0,0,0,failure taxi boeing flight crew maintain clearance boeing push gate contribute accident failure local ramp controller caution aircrew possible movement conflict,37.618888,-122.374725,SFO,united,boeing,Substantial,777
ACC,2003-09-02,N454AA,none,0,0,0,fractured nose gear spray deflector contact tow bar pushback subsequently jam prevent nose gear extension landing factor accident tow operator failure detect damage spray deflector,40.635555,-73.773887,JFK,american,mcdonnell_douglas,Substantial,DC-8
ACC,2003-06-23,N633DL,serious,0,3,27,torching right engine cause abnormally high flow fuel engine start undetermined reason torching result unwarranted evacuation airplane injury passenger contribute factor accident failure flightcrew abort engine start abnormally high fuel flow indication right engine start,27.975555,-82.533332,TPA,delta,boeing,no_damage,757
ACC,2003-06-12,N451AA,serious,0,2,0,encounter severe turbulence descent prior cabin crew take seat result injury flight attendant,32.916667,-97.583335,DFW,american,boeing,no_damage,MD-82
ACC,2003-05-21,"N277MJ, N664B",minor,0,0,1,inadequate visual lookout inadequate crew coordination dassault flightcrew taxi result ground collision tax saab factor accident dark night,40.777221,-73.872497,LGA,us airways,saab,Substantial,SAAB-340
INC,2003-04-01,N175UA,none,0,0,0,failure company maintenance personnel fully comply publish maintenance inspection procedure result inoperative drain heater restricted movement aileron control cable contribute factor impeded waste water drain system inoperative heater reduce aileron control restrict movement control cable,41.979721,-87.904441,ORD,united,boeing,no_damage,747
ACC,2003-02-08,N448AM,serious,0,1,0,aft passenger stair handrail collapse undetermined reason,18.438888,-66.001663,SJU,american,aerospatiale,no_damage,ATR72-212
INC,2003-01-16,N303TZ,none,0,0,0,ground tow personnel maintain clearance de icing vehicle tow gate factor de icing vehicle park airplane left wing ground personnel follow operator tow procedure directive,39.717224,-86.294441,IND,american,boeing,Minor,737
ACC,2002-11-09,N452AA,serious,0,1,6,inadvertent trauma passenger foot emergency evacuation,40.777221,-73.872497,LGA,american,mcdonnell_douglas,no_damage,MD-82
ACC,2002-07-02,N911DL,none,0,0,0,pilot failure maintain clearance parked vehicle factor contribute accident airport failure properly identify construction area failure publish notice airman,29.645277,-95.278892,HOU,delta,mcdonnell_douglas,Substantial,MD-88
ACC,2002-05-29,N626DL,serious,0,1,0,flight encounter turbulence descent result injury flight attendant,33.645,-84.433052,ATL,delta,boeing,no_damage,757
ACC,2002-05-11,N552TZ,none,0,0,0,ground personnel handle aircraft improperly pushback gate fail maintain clearance parked aircraft light rain parked airplane contact factor,41.785831,-87.75222,MDW,american,boeing,Substantial,757
ACC,2002-03-17,"N935AS, B16106",none,0,0,0,failure flight crew airplane maintain clearance taxi ground marshal personnel failure follow procedure directive display emergency stop signal flight crew airplane factor contribute accident heavy snow shower snow cover terrain,61.174446,-149.996383,ANC,alaska,mcdonnell_douglas,Substantial,MD-82
INC,2001-12-13,N359UA,none,0,0,0,reason occurrence undetermined,0.0,0.0,ORD,united,boeing,no_damage,737
ACC,2001-10-29,N640A,serious,0,1,0,passenger sustain broken ankle emergency evacuation,38.944442,-77.455558,IAD,american,boeing,no_damage,757
ACC,2001-10-13,N34820,none,0,0,0,flight collision bird,40.199203,-74.77922,EWR,continental,aerospatiale,Substantial,A320
INC,2001-08-16,"N308WA, N33635",none,0,0,0,local controller clear taxiing aircraft cross runway aircraft takeoff roll contribute factor local controller failure follow faa procedure directive visually scan runway prior issue crossing clearance local controller excessive workload tower supervisor inadequate supervision,32.896389,-97.037498,DFW,delta,boeing,Minor,737
INC,2001-04-25,N29917,none,0,0,0,manufacturer inadequate quality control result jammed elevator trim actuator,36.859912,-76.199913,ORF,continental,embraer,no_damage,ERJ-145
ACC,2001-04-09,"N328AA, N3731T",none,0,0,0,boeing captain misjudgment distance airplane stationary boeing result ground collision factor sunglare,42.364166,-71.004997,BOS,american,boeing,Minor,767
ACC,2001-03-06,N822PH,none,0,0,0,failure number engine bearing assembly follow disconnection switch valve rear inlet case seal air tube melting nl probe port seal tube allow oil feed fire constraint engine casing engine nacelle contribute factor company failure follow maintenance procedure maintenance manual previous oil loss event second factor omission engine airworthiness directive issue faa mandate completion pratt whitney service bulletin lack inclusion engine ad result company correct interpretation service bulletin mandatory,45.569744,-122.589462,PDX,us airways,de_havilland,Substantial,DASH-8
ACC,2000-12-24,N132AA,none,0,0,0,reportunavailable,0.0,0.0,PPT,hawaiian,mcdonnell_douglas,Substantial,DC-10
ACC,2000-11-20,N14056,fatal,1,3,19,failure flight crew perform cabin pressurization manual control abnormal checklist experience pressurization system malfunction switch manual pressurization control failure flight crew perform emergency landing checklist prior landing result airplane have excessive cabin pressure level landing lead rapid decompression airplane flight attendant open door eject airplane emergency evacuation initiate captain contribute accident failure operator maintenance personnel ensure insulation blanket forward aft outflow valve properly secure accordance airplane manufacturer datum result malfunction pressurization system contribute factor include absence faa requirement emergency exit door system relieve pressure contain specific warning light placard indication clearly identify danger open emergency exit door airplane pressurized absence faa technical specification lavatory ionization smoke detector absence requirement airplane ground emergency evacuation checklist flight crew ensure cabin differential pressure zero pound square inch signal flight attendant begin emergency evacuation absence mechanical stop negative direction cabin altimeter gauge,25.815,-80.296669,MIA,american,airbus,Minor,A300
INC,2000-10-01,N69826,minor,0,0,1,failure maintenace personnel follow fleet campaign directive install certificate holder,33.549087,-86.749404,BHM,continental,mcdonnell_douglas,Minor,MD-80
ACC,2000-09-10,N296SC,none,0,0,0,fatigue failure wheel assembly factor inadequate inspection procedure prior issuance service bulletin,44.879234,-93.220794,MSP,sun country,boeing,Substantial,727
ACC,2000-08-16,N764AT,none,0,0,0,fractured tow bar inadequate weld tow bar reportunavailable person,41.78078,-87.770988,MDW,american,boeing,Substantial,727
INC,2000-08-12,N16718,minor,0,0,1,improper installation right elevator trim control wheel company mechanic result elevator trim malfunction,31.610746,-100.550926,SJT,continental,embraer,no_damage,EMB-120ER
INC,2000-08-06,"N269AE, N119UA",none,0,0,0,improper takeoff clearance issue local controller,0.0,0.0,ORD,american,aerospatiale,no_damage,ATR-42-2000
ACC,2000-04-25,N39081,none,0,0,0,stress rupture stage low pressure turbine anti rotation nozzle lock result inadequate nozzle lock design,0.0,0.0,EWR,continental,mcdonnell_douglas,Substantial,DC-10
INC,2000-04-01,N934AS,none,0,0,0,contaminate air ducte aircraft cabin engine exhaust nearby ground power cart,47.440662,-122.279029,SEA,alaska,mcdonnell_douglas,no_damage,MD-82
ACC,2000-03-21,N353SB,minor,0,0,1,captain failure follow standard operating procedure land contaminate ruway touch long combine delayed braking result runway overrun contribute factor captain failure maintain runway alignment follow disconnect autopilot gusty crosswind wet runway addition follow contribute factor airport operator failure fill ditch runway safety area faa granting cfr approval airport runway safety area rsa meet recommend length airport faa continued lack acknowledgement airport inadequate rsa follow annual airport inspection check,31.085832,-97.686386,ILE,american,saab,Substantial,SAAB-340
INC,2000-03-13,N516DA,none,0,0,0,failure right main landing gear fully extend undetermined reason,37.620277,-122.379997,SFO,delta,boeing,Minor,727
INC,2000-03-07,N949AS,none,0,0,0,delay rotation takeoff undetermined reason,64.800003,-147.866104,FAI,alaska,mcdonnell_douglas,no_damage,MD-83
ACC,2000-03-05,N668SW,serious,0,2,42,flight crew excessive airspeed flightpath angle approach landing failure abort approach stabilize approach criterion meet contribute accident controller positioning airplane manner leave safe option flight crew maneuver,34.170448,-118.340774,BUR,southwest,boeing,Destroyed,737
ACC,2000-01-31,N963AS,fatal,88,0,0,loss airplane pitch control result flight failure horizontal stabilizer trim system jackscrew assembly acme nut thread thread failure cause excessive wear result alaska airline insufficient lubrication jackscrew assembly contribute accident alaska airlines extended lubrication interval federal aviation administration faa approval extension increase likelihood missed inadequate lubrication result excessive wear acme nut thread alaska airline extended end play check interval faa approval extension allow excessive wear acme nut thread progress failure opportunity detection contribute accident absence mcdonnell douglas fail safe mechanism prevent catastrophic effect total acme nut thread loss,34.11005,-119.110557,LAX,alaska,mcdonnell_douglas,Destroyed,MD-83
INC,1999-12-24,N305WA,none,0,0,0,improper assembly wheel build operator maintenance facility,40.810379,-111.940048,SLC,delta,boeing,Minor,737
INC,1999-11-02,N792AS,none,0,0,0,failure flight crew provide recommend land traffic advisory failure flight service station personnel provide flight advisory arrive airplane concern man equipment operate runway factor incident operation airport control tower closed failure snow plow driver verify eminent arrival airplane,58.579456,-134.770935,AJN,alaska,boeing,no_damage,737
ACC,1999-09-12,N388UA,none,0,0,0,lavatory service driver failure follow establish company procedure directive factor accident airline use person pushback procedure,33.949611,-118.399063,LAX,united,boeing,Substantial,737
ACC,1999-08-13,N282AT,serious,0,1,0,failure ramp service clerk maintain clearance operating propeller factor relate accident inattentiveness clerk,0.0,0.0,ORD,american,aerospatiale,no_damage,ATR-42-300
ACC,1999-07-15,N80057,none,0,0,0,improper use flight control captain trainee inadequate supervision check airman,40.649963,-73.789947,JFK,american,airbus,Substantial,A300
INC,1999-06-25,N450AA,none,0,0,0,failure number bearing result oil leak bearing lead coke carbon buildup result chafing turbine low pressure compressor drive shaft rear compressor seal tube subsequent fracture drive shaft,32.93077,-117.010246,SAN,us airways,boeing,no_damage,DC-8
ACC,1999-05-28,N282SC,none,0,0,0,inadequate visual lookout tug operator factor accident inadequate pushback procedure airline fail provide proper assistance wing walker tug operator,38.989898,-77.460083,IAD,sun country,boeing,Substantial,727
ACC,1999-05-08,N232AE,serious,0,1,0,pilot command failure perform miss approach require company procedure factor pilot command improper flight decision pilot command failure comply faa regulation company procedure inadequate crew coordination fatigue,0.0,0.0,JFK,american,saab,Substantial,SAAB-340
ACC,1999-03-17,N17321,serious,0,1,0,flight attendant failure follow cabin door opening procedure,0.0,0.0,EWR,continental,boeing,no_damage,737
INC,1999-03-11,N8873Z,none,0,0,0,reportunavailable,0.0,0.0,YYC,delta,boeing,Minor,727
INC,1999-02-05,N934AS,none,0,0,0,restrict delay movement elevator flight control extremely cold weather condition,64.800003,-147.866104,FAI,alaska,mcdonnell_douglas,no_damage,MD-82
ACC,1999-01-13,N785AT,serious,0,1,0,inadequate counterbalancing compensate weight cargo door,40.770568,-73.869728,LGA,american,boeing,no_damage,727
ACC,1998-12-17,N47AE,none,0,0,0,crew failure execute miss approach fly pilot captain failure maintain directional control touchdown seven degree leave bank right quarter tailwind factor snow cover runway land area night condition,44.749042,-85.600631,TVC,american,aerospatiale,Substantial,ATR-42-300
INC,1998-12-15,N327DL,none,0,0,0,discharged battery loss electrolyte latent shorted failure generator control unit gcu block diode undetermined reason failure result excessive current draw gcus flight crew attempt start auxiliary power unit cause immediate overload opening ac power supply input fuse por fuse internal gcu subsequent loss generator complete discharge battery subsequent total loss electrical power contribute incident incorrect reading cockpit dc voltmeter read high actual reading allow flight crew depart unreliable discharged battery,28.419565,-81.300033,MCO,delta,boeing,Minor,737
INC,1998-11-08,N811DE,none,0,0,0,failure company maintenance personnel follow aircraft maintenance manual result cargo bin fire contribute severity incident failure mechanic safety circuit breaker cut sever electrical wiring,0.0,0.0,ATL,delta,mcdonnell_douglas,Minor,MD-11
INC,1998-11-06,N12318,none,0,0,0,loss torque apex nut shimmy damper undetermined result failure shimmy damper subsequent failure low torsion link right main landing gear,0.0,0.0,EWR,continental,boeing,Minor,737
ACC,1998-10-07,N66734,none,0,0,0,catastrophic failure stage high pressure compressor disk cadmium embrittlement result improper adherence prescribed plating procedure requirement company plate disk contribute accident failure engine repair company provide adequate surveillance oversight plate company engine repair company use unauthorized repair vendor plate company engine repair company failure inform aircraft operator plate company aircraft operator vendor list contribute accident aircraft operator failure audit engine repair company level detail discover engine repair company unauthorized repair vendor,0.0,0.0,MIA,continental,boeing,Substantial,727
ACC,1998-10-04,N1200K,serious,0,1,0,reportunavailable,0.0,0.0,BGR,delta,boeing,no_damage,767
ACC,1998-09-17,N233RM,serious,0,1,0,wake turbulence encounter flight,0.0,0.0,ORD,american,aerospatiale,no_damage,ATR-42-300
INC,1998-08-08,N831L,none,0,0,0,airport personnel failure properly mark ditch hazard taxiway boundary surround captain failure maintain situational awareness location respect taxiway layout dark night lighting condition factor,0.0,0.0,LAS,delta,boeing,Minor,727
INC,1998-07-09,N80057,minor,0,0,28,flight engine fire result failure engine overhaul facility install failure american airline ensure installation proper adapter bolt insert preclude fuel leakage failure engine overhaul facility notify aircraft operator engine manufacturer request correction error service bulletin sb failure general electric aircraft engine specify proper adapter bolt insert correct sb notification error contribute severity incident flight crew failure immediately complete flight engine fire procedure failure airbus industrie american airline provide necessary information flight engine fire procedure,0.0,0.0,SJU,american,airbus,Minor,A300
ACC,1998-03-11,N730C,none,0,0,0,failure golf cart driver shutdown engine set parking brake exiting result unmanned runaway cart,32.319667,-95.30091,TYR,us airways,fairchild,Substantial,SA227-AC
INC,1998-02-09,N601AP,none,0,0,0,disintegration bear engine result aborted takeoff addition malfunction slide right forward service door result faulty seal inflation system inflation gauge check day confusion result change operation manual change language unclear responsibility check inflation gauge operator verify change properly implement effective,21.34902,-157.880508,HNL,hawaiian,mcdonnell_douglas,Minor,DC-9
ACC,1998-01-21,N15827,minor,0,0,1,improper overhaul lug hole fuel oil heat exchanger factor lack direction contain manufacturer overhaul manual work lug hole,0.0,0.0,BDL,continental,aerospatiale,Substantial,A320
INC,1997-12-15,N90070,none,0,0,0,pilot improper recovery bounce landing compound automatic deployment ground spoiler main wheel spin result pitch angle tail strike pitch angle airplane lead tail contact runway,0.0,0.0,MBJ,american,airbus,Minor,A300
INC,1997-10-04,N129SW,none,0,0,0,improper repair crack brake flange hole left main landing gear outboard axle subsequent fatigue failure axle,41.780765,-87.769241,MDW,southwest,boeing,Minor,737
INC,1997-09-27,N13331,none,0,0,0,separation aileron bus cable result reduced lateral controllability aircraft related factor wear cable inadequate inspection cable company maintenance personnel,47.44094,-122.310745,SEA,continental,boeing,no_damage,737
INC,1997-09-24,N205AU,minor,0,0,1,captain failure maintain directional control landing roll factor loss hydraulic pressure hydraulic system thrust reverser failure number engine flight crew coordination maintain,40.620384,-111.709197,SLC,frontier,boeing,Minor,737
ACC,1997-09-01,N951AS,minor,0,0,19,fatigue failure nose landing gear upper lock link reduce strength manufacturing process change forge machine plate stock inadequate non destructive inspection process test link,47.439662,-122.279365,SEA,alaska,mcdonnell_douglas,Substantial,DC-8
INC,1997-08-24,N862PA,none,0,0,0,separation landing gear tire tread subsequent ingestion tread intake engine,33.950813,-118.400291,LAX,american,airbus,Minor,A300
INC,1997-05-11,N16618,none,0,0,0,flightcrew inadequate flight planning decision failure refer navaid need instrument approach procedure factor lack minimum safe altitude warning approach control,27.799831,-97.390625,NGW,continental,boeing,no_damage,737
ACC,1997-05-04,N217US,serious,0,1,0,flight attendant failure assure jetway place proper position prior open forward cabin entry door,39.850872,-104.699676,DEN,frontier,boeing,no_damage,737
INC,1997-03-18,N12508,none,0,0,0,failure company maintenance personnel perform proper inspection combustion chamber outer case allow detectable crack grow length case rupture,29.990869,-95.349754,IAH,continental,mcdonnell_douglas,Minor,DC-9
ACC,1997-03-05,N275AA,minor,0,0,3,pilot command maintain control utilize auto land system factor accident contaminated runway crosswind inadequate guidance provide aircraft manual,41.430133,-81.82048,CLE,american,mcdonnell_douglas,Substantial,DC-8
ACC,1997-02-06,N41063,none,0,0,0,captain fail establish maintain stabilized approach perform apply excessive pitch rotation subsequent recovery bounce landing result tail strike factor contribute accident operator inadequate procedure address corrective action approach unstabilized,0.0,0.0,ANU,american,airbus,Substantial,A300
ACC,1996-12-22,N151SY,serious,0,1,0,ramp agent failure maintain good situational awareness push factor dark night lighting condition general communication failure ground push crew,36.080886,-115.14022,LAS,sun country,mcdonnell_douglas,no_damage,DC-10
INC,1996-11-23,N3507A,minor,0,0,3,failure low pressure turbine shaft factor coke build low pressure turbine shaft,0.0,0.0,DFW,american,mcdonnell_douglas,Minor,MD-82
INC,1996-11-11,N918DL,none,0,0,0,pilot failure follow checklist procedure extend spoiler,0.0,0.0,CLE,delta,mcdonnell_douglas,Minor,MD-88
ACC,1996-10-29,N244AA,serious,0,1,2,failure nose landing gear upper lock link,40.650756,-73.790481,JFK,american,mcdonnell_douglas,Minor,MD-80
ACC,1996-10-19,N914DL,minor,0,0,3,safety board report available ntsb report inability captain use monovision contact lense overcome misperception airplane position relative runway visual portion approach misperception occur visual illusion produce approach water limited light condition absence visible ground feature rain fog irregular spacing runway light contribute accident lack instantaneous vertical speed information available pilot fly incomplete guidance available optometrist aviation medical examiner pilot prescription unapproved monovision contact lense use pilot ntsb report,40.769378,-73.869804,LGA,delta,mcdonnell_douglas,Substantial,MD-88
ACC,1996-07-11,N744BA,serious,0,1,0,passenger inadvertently lose balance fall deplane,0.0,0.0,PVD,us airways,saab,no_damage,SAAB-340
INC,1996-06-20,N136DL,none,0,0,0,failure maintenance personnel properly disconnect disengage right integrate drive generator idg compliance mel dispatch procedure allow right idg overheat factor relate incident low oil pressure right idg insufficiently define company develop dispatch procedure,40.809806,-111.939697,SLC,delta,boeing,Minor,767
ACC,1996-06-06,"N371UA, N335AA",none,0,0,0,inadequate visual lookout united airlines tug driver pushback operation contribute factor driver reduced ability observe american nighttime condition united airlines management failure ensure safety procedure follow,37.609786,-122.380699,SFO,united,boeing,Substantial,737
INC,1996-06-05,N224AA,minor,0,0,5,flightcrew inadvertent encounter windshear low altitude factor variable wind high density altitude faa inadequate location height llwas sensor,0.0,0.0,ABQ,american,mcdonnell_douglas,Minor,DC-8
INC,1996-02-20,N832BE,none,0,0,0,copilot failure compensate wind condition result excessive airspeed failure attain proper runway touch point factor inadequate dispatch procedure captain improper inflight planning decision runway condition request obtain tail wind wet downhill runway hydroplane condition captain failure adequately supervise copilot,39.529449,-107.769226,RIL,us airways,british_aircraft,no_damage,BAE-146
ACC,1996-02-20,N125DL,serious,0,1,3,passenger unsuccessful improper evacuation aircraft malfunction apu related factor torch produce smoke faulty fuel control unit gearbox shutoff valve prompt emergency evacuation aircraft,45.439971,-122.759918,PDX,delta,boeing,no_damage,767
ACC,1996-02-20,"N622DL, N524UA",none,0,0,0,inadequate visual lookout flightcrew delta boeing failure follow procedure directive closely follow ramp marshal signal,64.810485,-147.720779,FAI,delta,boeing,Minor,757
ACC,1996-02-19,N10556,minor,0,0,12,captain decision continue approach contrary continental airlines coa standard operating procedure mandate approach unstabilize foot ground proximity warning system alert continue foot field elevation follow factor contribute accident flightcrew failure properly complete range checklist result lack hydraulic pressure lower landing gear deploy flap flightcrew failure perform landing checklist confirm landing gear extend inadequate remedial action coa ensure adherence standard operating procedure federal aviation administration inadequate oversight coa ensure adherence standard operating procedure ntsb report,29.690853,-95.430831,IAH,continental,mcdonnell_douglas,Substantial,DC-9
ACC,1996-02-04,N957DL,minor,0,0,1,failure pilot maintain sufficient airspeed properly flare airplane landing,39.850791,-104.700622,DEN,delta,mcdonnell_douglas,Substantial,MD-88
ACC,1995-12-29,N306DL,none,0,0,0,failure tug driver tow lockheed ensure clearance maintain boeing stand,0.0,0.0,ATL,delta,boeing,Substantial,737
INC,1995-10-30,N508SW,minor,0,0,1,fly pilot inadvertent exposure unidentified ground base laser beam factor incident lack appropriate standard faa fda laser light exposure level aircrew navigable airspace,36.080738,-115.140838,LAS,southwest,boeing,no_damage,737
ACC,1995-08-17,N742BA,none,0,0,0,failure titanium hydraulic line result uncontained hydraulic fluid wing fire factor use procedure operator approve faa approve airplane manufacturer result compartment temperature reach degree c fail line spray hydraulic fluid,39.890922,-75.229141,PHL,us airways,saab,Substantial,SAAB-340
ACC,1995-08-05,N764AT,none,0,0,0,failure ground crew follow procedure directive require airplane brake set disconnect tow bar airplane,28.419895,-81.300964,MCO,american,boeing,Substantial,727
ACC,1995-07-28,"N675AA, N31DB",none,0,0,0,failure flightcrew boeing cessna avoid factor failure flightcrew respond traffic advisory give ground controller identify potentially conflict traffic failure ground controller issue sequence instruction aircraft,32.830383,-96.850013,DAL,southwest,boeing,Minor,737
INC,1995-07-25,N833BE,none,0,0,0,aileron interconnect uncoupled abrupt large aileron movement response wake turbulence encounter vor approach autopilot engage factor relate incident inadequate flight planning decision aircrew allow wake turbulence encounter,40.650947,-73.789459,JFK,us airways,british_aircraft,no_damage,RJ-70
INC,1994-11-26,N14336,none,0,0,0,failure maintenance personnel follow taxi checklist result hydraulic pump turn,29.76057,-95.379623,IAH,continental,boeing,Minor,737
INC,1994-08-19,N954AS,minor,0,0,6,failure area supervisor departure controller supvr ctlr stay radar position ensure require communication maintain factor relate incident failure local tower controller instruct flightcrew contact departure control failure arrival departure controller issue traffic advisory supervisor departure controller divert attention intermittent operation transponder mooney activate tcas,39.48096,-119.740158,RNO,alaska,mcdonnell_douglas,no_damage,MD-82
INC,1994-07-08,N83873,none,0,0,0,failure right main landing gear torque link assembly shimmy dampener reportunavailable reason,0.0,0.0,DEN,continental,mcdonnell_douglas,Minor,MD-80
INC,1994-05-01,N890US,none,0,0,0,improper rigging nose wheel steering system company maintenance personnel,35.230014,-80.9104,CLT,us airways,fokker,Minor,FOKKER-100
ACC,1994-03-02,N18835,minor,0,0,30,failure flightcrew comply checklist procedure turn operable pitot static heat system result ice snow blockage pitot tube produce erroneous airspeed indication flightcrew untimely response anomalous airspeed indication consequent rejection takeoff actual speed knot ntsb report,40.769416,-73.870567,LGA,continental,mcdonnell_douglas,Substantial,MD-82
INC,1994-02-09,N408PE,none,0,0,0,inadequate procedure handling wheel chock company maintenance operation personnel factor associate accident inadequate inspection airplane company maintenance personnel inadequate pre flight inspection co pilot,0.0,0.0,ORD,continental,boeing,Minor,737
INC,1994-01-19,N857AW,none,0,0,0,internal failure auxiliary power unit,41.719875,-86.329025,SBN,united,british_aircraft,no_damage,ATP
INC,1994-01-01,N648UA,none,0,0,0,emergency procedure initiate unqualified person,25.929855,-80.139602,MIA,united,boeing,no_damage,767
INC,1993-12-06,N16982,none,0,0,0,separation right outboard translate cowl engine thrust reverser result inadequate bonding material,0.0,0.0,EWR,continental,airbus,Minor,A300
ACC,1993-11-15,N16762,none,0,0,0,captain failure assure landing gear extend landing factor relate accident traffic alert distraction flight crew failure use checklist inadequate company system training,0.0,0.0,ORD,continental,boeing,Substantial,727
INC,1993-10-19,N41063,none,0,0,0,separation number stage high pressure compressor disk undetermined reason,0.0,0.0,LAX,american,airbus,Minor,A300
ACC,1993-09-03,N913DL,serious,0,1,0,cabin attendant follow publish procedure,0.0,0.0,LEX,delta,mcdonnell_douglas,no_damage,MD-88
ACC,1993-08-02,N508UA,none,0,0,0,officer improper recovery bounce landing factor officer delay initiation flare captain improper supervision flight,39.759689,-104.920883,DEN,united,boeing,Substantial,757
