,event_type,event_date,tail_number,highest_injury_level,fatal_injury_count,serious_injury_count,minor_injury_count,probable_cause,latitude,longitude,airport_id,operator,make,aircraft_damage,model
702,INC,2008-12-24,N516AS,none,0,0,0,the failure of the deicing crew to follow company procedures by not receiving confirmation from the flight crew before beginning to deice the airplane.,47.449722,-122.311668,SEA,alaska,boeing,None,737
704,ACC,2008-12-20,N18611,serious,0,6,41,"the captain’s cessation of right rudder input, which was needed to maintain directional control of the airplane, about 4 seconds before the excursion, when the airplane encountered a strong and gusty crosswind that exceeded the captain’s training and experience. contributing to the accident were the following factors: 1) an air traffic control system that did not require or facilitate the dissemination of key, available wind information to the air traffic controllers and pilots; and 2) inadequate crosswind training in the airline industry due to deficient simulator wind gust modeling.",39.75061,-105.000831,DEN,continental,boeing,Substantial,737
705,INC,2008-12-20,N771AS,minor,0,0,88,"the placement of operating equipment in close proximity to an external heating unit's intake by ground personnel, resulting in the contamination of the airplane's cabin with carbon monoxide.",57.047222,-135.361663,ASI,alaska,boeing,None,737
708,INC,2008-12-11,N924DL,none,0,0,0,the overheating and arcing of the dc ground service relay and block diodes component for undetermined reasons.,34.895557,-82.220001,GSP,delta,mcdonnell_douglas,Minor,MD88
710,INC,2008-11-26,N862DA,none,0,0,0,"an accumulation of ice in the fuel system, which formed from the water normally present in jet fuel during commonly encountered flight conditions, which accreted and released, restricting the fuel flow at the right engine fuel-oil heat exchanger inlet face. contributing to the incident were certification requirements (with which the aircraft and engine fuel systems were in compliance), which did not account for the possibility of ice accumulating and subsequently releasing in the aircraft and engine fuel feed system upstream of the fuel-oil heat exchanger.",45.76934,-110.930198,BZN,delta,boeing,None,777
713,INC,2008-11-07,N254WN,none,0,0,0,the tug driver's failure to maintain situational awareness during the push back operation.,40.788333,-111.977775,SLC,southwest,boeing,Minor,737
714,ACC,2008-10-20,N448UA,none,0,0,0,the failure of the flightcrew to arrest an excessive sink rate during the flare for landing.,33.435276,-112.010002,PHX,united,airbus,Substantial,A320
715,INC,2008-10-01,N551WN,none,0,0,0,the right nose landing gear axle's failure from intergranular and fatigue cracking due to an earlier bearing failure.,41.889202,-87.62017,MDW,southwest,boeing,Minor,737
717,INC,2008-09-22,N197AN,none,0,0,0,the failure of an electrical relay due to eroded contacts and the flight crew's decision to continue a flight that was operating on battery power.,41.97861,-87.904724,ORD,american,boeing,Minor,757
722,INC,2008-08-06,N666DN,none,0,0,0,the engine experienced an uncontained release of high pressure turbine material due to fatigue cracks that occurred on four consecutive blade retainig lugs on the 2nd stage turbine hub. the cracked lugs resulted in the release of four 2nd stage turbine blades that penetrated the engine's cases and nacelle. the lugs cracked due to loss of material and resultant increase in stress load on the blade slot serrations due to excessve grit blasting when the hub was being overhauled  by delta air lines. contributing to the uncontained incident was the faa's and pratt & whitney's failure to act in a timely manner when another pw2037 2nd stage turbine hub was found to have multiple cracks in the blade retaining lugs.,36.080001,-115.152221,LAS,delta,boeing,None,757
731,INC,2008-06-27,N514AU,none,0,0,0,"the failure of the mlg was due to cracking in the cylinder wall resulting from a fatigue mechanism which initiated at, and near the inner diameter (id) surface, with propagation through the wall toward the outer diameter(od) surface. crack initiation was due to base metal damage which took the form of over tempered martensite (otm) and chemical attack/pitting of the base metal.",33.434444,-112.01139,PHX,us airways,boeing,Minor,737
732,ACC,2008-06-14,N554FE,none,0,0,0,"the flight crew's failure to adequately monitor the airplane's airspeed during the holding pattern, leading to the onset of an aerodynamic stall and subsequent structural damage to the tail from buffet.",41.865001,-77.8525,JFK,federal express,mcdonnell_douglas,Substantial,MD-10
733,ACC,2008-05-27,N816AE,serious,0,1,0,the flight's inadvertent encounter with turbulence.,32.75,-97.333335,DFW,american,embraer,None,ERJ-140
737,INC,2008-04-27,N595FE,none,0,0,0,the center landing gear (clg) strut failed due to intergranular (ig) cracking resulted from a contamination of the surface from the chemical used to clean that area prior to painting.,0.0,0.0,SIN,federal express,boeing,Minor,MD-11
741,INC,2008-03-27,N23661,none,0,0,0,the flight crew's improper landing technique for an inoperative anti-skid system resulting in locked brakes and four blown main landing gear tires.,30.007223,-95.313613,IAH,continental,boeing,Minor,737
744,INC,2008-03-01,"N741SA, N652SW",none,0,0,0,the failure of the taxiing flight crew to maintain an adequate clearance from the stationary airplane.,32.845275,-96.8525,DAL,southwest,boeing,Minor,737
745,INC,2008-02-25,N442UA,minor,0,0,1,the loss of braking action on the left main landing gear due to the cross connection of the wheel speed tachometer wires that was caused by inadequate maintenance performed on the airplane during the installation of the main landing gear.,43.606109,-110.738609,JAC,united,airbus,Minor,A320
746,INC,2008-02-24,N648SW,minor,0,0,6,an inadvertent encounter with severe turbulence during descent and the failure of two passenger seat belt attach fittings.  contributing to the incident was the failure of the operator to comply with the saib.,36.080001,-115.152221,LAS,southwest,boeing,None,737
747,ACC,2008-02-22,N551WN,serious,0,1,0,"an unexpected encounter with turbulence, while on approach for landing.",30.819775,-83.280647,MCO,southwest,boeing,None,737
754,INC,2008-01-25,N462UA,none,0,0,0,a fault in the airplane's ac 1 electrical bus that caused a number of other electrical busses on the aircraft to lose power.,40.689723,-74.174446,EWR,united,airbus,None,A320
759,ACC,2007-12-25,N943AS,serious,0,2,0,"the lack of turbulence forecasts available to the flight crew, which resulted in the flight attendants not being seated when the flight encountered severe terrain-induced turbulence. contributing to the accident were the terrain-induced turbulence, the failure of the company that provided the flight's weather briefing to forecast severe turbulence, and the failure of the dispatcher to provide the national weather service severe turbulence forecast to the flight.",34.05611,-117.601112,ONT,alaska,mcdonnell_douglas,None,DC-8
770,INC,2007-10-28,N919UW,none,0,0,0,"the truck beam fracture initiated by fatigue and stress corrosion cracking from pits that were present on the id surface of the truck beam, under the protective finishes.  crack propagation occurred by alternating modes of stress corrosion cracking and fatigue until final fracture occurred by ultimate ductile separation. the condition of the surface finishes and base metal at the fracture initiation area indicated that the pitting was present before the last application of cadmium plating and primer, rather than the result of corrosion since the last overhaul. the observed pitting appeared to be remnants of incomplete corrosion removal during the last overhaul.",35.208984,-80.952576,CLT,us airways,boeing,Minor,757
773,INC,2007-10-09,N431UA,minor,0,0,2,"the misrouted and reversed antiskid wiring by vendor maintenance personnel leading to the runway excursion.  contributing to the incident were the runway sign, the vendor's maintenance personnel not understanding the entire maintenance procedures in the dual tachometer replacement, and the operator's maintenance procedures being unclear to the maintenance personnel.",41.968612,-87.907775,ORD,united,airbus,Minor,A320
774,ACC,2007-09-28,N454AA,none,0,0,0,"american airlines’ maintenance personnel’s use of an inappropriate manual engine start procedure, which led to the uncommanded opening of the left engine air turbine starter valve, and a subsequent left engine fire, which was prolonged by the flight crew’s interruption of an emergency checklist to perform nonessential tasks. contributing to the accident were deficiencies in american airlines’ continuing analysis and surveillance system program.",38.748611,-90.366943,STL,american,mcdonnell_douglas,Substantial,DC-8
778,ACC,2007-08-02,N13716,serious,0,1,0,NA,0.0,0.0,TUM,continental,boeing,None,737
779,ACC,2007-07-12,N865DA,serious,0,1,0,the flight attendant's inadvertent misstep on a ladder and falling during pushback resulting in serious injuries.,33.636665,-84.428337,ATL,delta,boeing,None,777
780,INC,2007-07-11,"N6714Q, N487UA",none,0,0,0,the probable cause of this incident was the united 1544 flight crew's inadvertent entry onto the active runway.,26.0725,-80.152496,FLL,delta,boeing,None,757
783,INC,2007-07-05,"N737DA, N7415",none,0,0,0,"atc - the incident occurred because the ground controller instructed com5196 to cross runway 22, without approval from the local controller, resulting  in a loss of separation with dal1238 that was landing on the same runway.",40.777221,-73.872497,LGA,delta,boeing,None,737
797,INC,2007-04-22,N904FR,none,0,0,0,"the mechanics failure to follow procedures and directives in securing the lower engine cowling after maintenance, and the failure of the first officer to follow the checklist to ensure the engine cowling was secured during the walk around inspection resulting in the separation of the right lower engine cowling during initial take off climb.",33.645,-84.430557,ATL,frontier,airbus,Minor,A319
799,ACC,2007-04-12,N525UA,serious,0,1,5,the flight's encounter with a turbulence event that occurred while the flight attendants were unseated.  contributing to the accident was the apparent conflicting information provided by the flight deck to the flight attendants and the flight attendants' interpretation of that information.,33.942501,-118.408058,LAX,united,boeing,None,757
803,INC,2007-03-16,"N552, ",none,0,0,0,this incident was caused by failure of the lc2 controller to comply with coordination procedures and runway separation standards.  contributing was the failure of las atct management to establish procedures requiring positive separation of aircraft operating on converging runways.,36.080001,-115.152221,LAS,alaska,boeing,Minor,737
804,ACC,2007-03-15,N662UA,none,0,0,0,the contained fan blade tip separation following the ingestion of several birds into the left engine during takeoff and the lack of an adequate response time available to crew to avert the bird strike.,41.973888,-87.902778,ORD,united,boeing,Substantial,767
809,INC,2007-02-16,N927FR,none,0,0,0,"fracturing of the aircraft windscreens due to impact with foreign object debris. contributing to the event was the high, gusty surface winds.",39.863887,-104.666664,DEN,frontier,airbus,Minor,A319
813,INC,2007-01-10,N750AT,none,0,0,0,this incident was caused by the local controller's issuance of an improper takeoff clearance to dal1606.  contributing was the failure of the oncoming and outgoing local controllers to provide and receive a complete position relief briefing; and the oncoming controller's failure to use all available information sources to facilitate situational awareness.,33.750488,-84.38906,ATL,delta,boeing,None,757
817,INC,2006-12-15,N24202,minor,0,0,1,"a short circuit in the primary (non-rechargeable) battery, most likely due to it being recharged.  this internal short led to thermal runaway, battery failure, and an explosion.",38.809165,-104.700836,COS,continental,boeing,Minor,737
820,ACC,2006-11-07,"N428UA, N328UA",none,0,0,0,the pilot-in-command failed to maintain clearance with the parked airplane during taxi for takeoff.,41.97861,-87.904724,ORD,united,airbus,Minor,A320
823,INC,2006-10-28,N17105,none,0,0,0,"the flight crew's misidentification of the parallel taxiway as the active runway, resulting in the flight crew executing a landing on the taxiway. contributing was the night lighting conditions.",40.692501,-74.168609,EWR,continental,boeing,None,757
824,INC,2006-10-23,N924FR,none,0,0,0,the inadvertent activation of the priority pushbutton on the sidestick by the first officer resulting in a nose down pitch and loss of aircraft control during the landing flare.,39.861389,-104.673057,DEN,frontier,airbus,None,A319
831,ACC,2006-09-05,N622DL,none,0,0,0,"the first officer's inadvertent application of full nose-up trim during a prolonged flare, resulting in an excessive pitch angle during landing and subsequent tailstrike.  contributing to the accident was the flight crew's failure to correct the airplane's drift from the centerline approach course during short final approach, leading to the prolonged flare, and their improper decision to perform a practice autoland approach using a restricted procedure.",18.469459,-66.099761,SJU,delta,boeing,Substantial,757
832,INC,2006-08-31,N425US,none,0,0,0,the pilot's inadvertent application of the left brakes at touchdown. contributing to the incident was insufficient information in the quick reference handbook on the loss of touchdown protection with an inoperative anti-skid system.,25.793333,-80.290557,MIA,us airways,boeing,Minor,737
834,INC,2006-08-21,N14655,none,0,0,0,an overload failure of the airplane's nose landing gear while being towed for repositioning.,40.692501,-74.168609,EWR,continental,boeing,Minor,737
835,INC,2006-08-20,N944AS,none,0,0,0,"the over wing heater blanket wiring installation that had chaffed and arced, which produced an electrical smell in the cabin area.",33.818332,-118.152778,LGB,alaska,mcdonnell_douglas,Minor,DC-8
836,ACC,2006-07-28,N391FE,none,0,0,0,the failure of the left main landing gear due to fatigue cracking in the air filler valve hole on the aft side of the landing gear. the fatigue cracking occurred due to the presence of stray nickel plating in the air filler valve hole. contributing to this was the inadequate maintenance procedures to prevent nickel plating from entering the air filler valve hole during overhaul.,35.150535,-90.049537,MEM,federal express,boeing,Substantial,MD-10
837,ACC,2006-07-27,N529AU,minor,0,0,3,"the airplane tug driver's inadvertent movement of the tug gear shift lever from forward to reverse, which resulted in the nose landing gear collapse. contributing to the accident was the defective gear shift lever.",40.488056,-80.226387,PIT,us airways,boeing,Substantial,737
840,INC,2006-07-23,"N315UA, N418MC",none,0,0,0,"the failure of the ord tower south local controller to monitor atlas air flight 6972, b747, on arrival to runway 14r and subsequently clearing united airlines flight 1015, b737, for takeoff on intersecting runway 27l causing a loss of separation between the two aircraft.",41.97861,-87.903335,ORD,united,boeing,None,737
850,INC,2006-05-18,N949AS,none,0,0,0,"the flightcrew's delayed go-around during an unstabilized approach to land, which resulted in dragging a wingtip on the runway during the go-around.  a factor associated with the incident was the flightcrew's unstabilized approach.",64.800003,-147.850006,FAI,alaska,mcdonnell_douglas,Minor,MD-83
859,ACC,2006-04-04,N386FE,none,0,0,0,"the rupture of a fatigue crack in the forward air seal tooth serration of the no. 3 engine low pressure turbine stage 1 disk that initiated due to an improper weld repair performed during original manufacture. the improper weld repair changed the material properties of the disk near the weld feature, resulting in an accelerated crack propagation rate that allowed the crack to grow to rupture before the next inspection interval. contributing to the severity of the accident was the inability of the flight crew to shutdown the engine as a result of the damage caused by a liberated piece of the low pressure turbine stage 1 disk when it punctured the right wing.",35.14994,-90.049392,MEM,federal express,mcdonnell_douglas,Substantial,DC-10
861,INC,2006-03-21,N574AA,none,0,0,0,"the captain's failure to follow existing company procedures for stabilized approach.**this report was modified on may 23, 2007.**",39.861389,-104.673057,DEN,american,mcdonnell_douglas,Minor,DC-8
866,ACC,2006-02-08,N748UP,minor,0,0,3,"an in-flight cargo fire that initiated from an unknown source, which was most likely located within cargo container 12, 13, or 14. contributing to the loss of the aircraft were the inadequate certification test requirements for smoke and fire detection systems and the lack of an on-board fire suppression system.",39.950862,-75.170875,PHL,united,mcdonnell_douglas,Destroyed,DC-8
869,ACC,2006-01-16,N32626,fatal,1,0,0,"the mechanic's failure to maintain proper clearance with the engine intake during a jet engine run, and the failure of contract maintenance personnel to follow written procedures and directives contained in the airline's general maintenance manual.  factors contributing to the accident were the insufficient training provided to the contract mechanics by the airline, and the failure of the airport to disseminate a policy prohibiting ground engine runs above idle power in the terminal area.",0.0,0.0,ELP,continental,boeing,Minor,737
870,INC,2006-01-02,N390AE,none,0,0,0,"an in-flight loss of control due to ice accreted in supercooled liquid droplets (sld) conditions, and the flight crew's failure to maintain the specified minimum airspeed in icing conditions.  contributing to the accident was the flight crew's decision to climb the airplane in known and forecast icing conditions using an autopilot mode contrary to that specified in the operator's airplane operations manual for climbs during periods of ice accretion or when ice was present on the airframe.",35.052501,-120.121665,SBP,american,saab,None,SAAB-340
874,INC,2005-12-15,"N319UP, N32404",none,0,0,0,"the captain's failure to maintain clearance from a parked airplane awaiting for a gate.  a contributing factor was that taxi procedures were not issued by ground control to advise the captain that the ramp area where he was taxing was designated as a non-movement area and not under the tower's control.  another factor was that company notices to airmen (notams) were not issued to advise their pilots that tarmac markings in that particular ramp area were not accurate, and that the area was a non-movement area not under the control of the tower.",29.984443,-95.341392,IAH,united,boeing,Minor,767
881,INC,2005-11-09,UNKNO WN,none,0,0,0,the local controller's failure to monitor the operation and recognize a developing traffic conflict which resulted in a loss of separation between usa1251 and comair 5026.  contributing to the accident was the controller's incorrect prioritization of his workload.,26.0725,-80.152496,FLL,us airways,boeing,None,737
890,INC,2005-10-10,N927FR,none,0,0,0,"the de-ice vehicle operator's failure to follow post de-icing procedures, resulting in a collision. contributing factors were the fog, snow, and the de-icing vehicle.",39.861389,-104.673057,DEN,frontier,airbus,Minor,A319
893,INC,2005-09-21,N536JB,none,0,0,0,"the fatigue failure of two anti-rotation lugs due to repeated cyclic pre-landing tests, which allowed the nosewheels to deviate from the 0-degree position on landing gear retraction.  a contributing factor was the design of the brake steering control unit (bscu) system logic, which prevented the nosewheels from centering. also contributing was the lack of a procedure to attempt to reset the bscu system under these conditions.",33.942501,-118.408058,LAX,jetblue,airbus,Minor,A320
896,ACC,2005-08-20,N557TZ,none,0,0,0,the flightcrew's failure to maintain clearance from a fence while taxiing.,41.787498,-87.754165,MDW,american,boeing,Substantial,757
898,ACC,2005-08-08,"N73270, N10575",none,0,0,0,"the airport's failure to install markings on a parking 'block' that bordered the taxiway, which failed to provide adequate clearance between taxiing airplanes and airplanes parked in the block.  factors in the accident were air traffic control's use of the unmarked parking 'block,' and the flight crew's misjudgement of the clearance between their airplane and the parked airplanes in the block, during taxi.",40.7,-74.172225,EWR,continental,boeing,Substantial,737
907,INC,2005-06-19,N24633,none,0,0,0,"the left wing walker's failure to maintain an adequate visual lookout.  contributing factors were his inadequate initial training, and the failure of other ground personnel to follow company procedures/directives.",40.789157,-111.959922,SLC,continental,boeing,Minor,737
919,INC,2005-05-28,N911TW,none,0,0,0,the reason for the occurrence was not determined.,39.861389,-104.673057,DEN,american,mcdonnell_douglas,Minor,DC-8
934,ACC,2005-03-02,N78008,none,0,0,0,"the captain's failure to follow company procedures, which resulted in a tail strike. contributing were the gusty crosswind and tailwind conditions, and the manufacturer's failure to provide adequate performance planning data to account for gusty crosswinds during takeoff.",40.698612,-74.169998,EWR,continental,boeing,Substantial,777
948,INC,2004-11-21,N234AA,none,0,0,0,"the first officer's failure to maintain proper glide slope during the landing approach, and the captain's failure to adequately monitor the approach and landing, and his failure to challenge and/or intervene when the first officer continued to descend below the glide slope.  factors contributing to the incident were the first officer's lack of recent experience in flying a complete ils approach in actual instrument conditions, the low ceilings and fog.",39.827499,-104.660552,DEN,american,mcdonnell_douglas,Minor,DC-8
951,ACC,2004-10-25,N376AE,serious,0,1,0,the ground personnel's failure to maintain clearance from the propeller.  contributing factors were the ground personnel's failure to comply with procedures/directives and the ground personnel's failure to properly use equipment.,32.896667,-97.03778,DFW,american,saab,None,SAAB-340
958,ACC,2004-08-30,N742RW,none,0,0,0,the first officer's failure to maintain aircraft control.  contributing factors were the captain's delayed remedial action and the crosswind.,31.806667,-106.377777,ELP,us airways,boeing,Substantial,727
986,INC,2004-03-11,N682FE,none,0,0,0,the flight crews' inadvertent setting of the parking brake during flight resulting in the airplane being landed with the parking brake set and failure of all 8 main landing gear tires during the landing rollout.,26.0725,-80.152496,FLL,federal express,airbus,Minor,A300
998,INC,2003-11-29,N303FL,none,0,0,0,the restricted movement of the flight control yoke and tiller wheel steering for reasons undetermined.,39.858333,-104.666946,DEN,frontier,boeing,None,737
999,ACC,2003-11-14,N178UA,none,0,0,0,"a tail strike due to a combination of the wind shifting from a headwind to a tailwind during rotation, and the pilot's control inputs for the crosswind condition.",37.618888,-122.391387,SFO,united,boeing,Substantial,747
1005,ACC,2003-10-07,"N222UA, JA709A",none,0,0,0,the failure of the taxiing boeing 777's flight crew to maintain clearance from a boeing 777 that was being pushed back from the gate.  contributing to the accident was the failure of the local ramp controller to caution either aircrew of a possible movement conflict.,37.618888,-122.374725,SFO,united,boeing,Substantial,777
1014,ACC,2003-09-02,N454AA,none,0,0,0,"a fractured nose gear spray deflector due to contact with a tow bar during pushback, which subsequently jammed and prevented nose gear extension during landing.  a factor in this accident was the tow operator's failure to detect the damaged spray deflector.",40.635555,-73.773887,JFK,american,mcdonnell_douglas,Substantial,DC-8
1026,ACC,2003-06-23,N633DL,serious,0,3,27,a torching of the right engine caused by an abnormally high flow fuel during engine start for undetermined reasons.  the torching resulted in an unwarranted evacuation of the airplane and serious injuries to three passengers .  a contributing factor in the accident was the failure of the flightcrew to abort the engine start due to abnormally high fuel flow indication during the right engine start.,27.975555,-82.533332,TPA,delta,boeing,None,757
1029,ACC,2003-06-12,N451AA,serious,0,2,0,"the encounter with severe turbulence during descent, prior to the cabin crew taking their seats, which resulted in serious injury to two flight attendants.",32.916667,-97.583335,DFW,american,boeing,None,MD-82
1037,ACC,2003-05-21,"N277MJ, N664B",minor,0,0,1,"the inadequate visual lookout and inadequate crew coordination of the dassault da-50 flightcrew while taxiing, which resulted in an on ground collision with a taxing saab 340b.  a factor in the accident was the dark night.",40.777221,-73.872497,LGA,us airways,saab,Substantial,SAAB-340
1048,INC,2003-04-10,N676FE,none,0,0,0,the failure of the 1r evacuation slide to inflate because the transport-locking pin had not been removed from the regulator during the slide's installation on the 1r door.  the cause of the cabin/cockpit smoke was contamination of the air conditioning packs.,37.724445,-122.223335,OAK,federal express,airbus,None,A300
1052,INC,2003-04-01,N175UA,none,0,0,0,"failure of company maintenance personnel to fully comply with published maintenance/inspection procedures, as well as the resulting inoperative drain heaters and restricted movement of the aileron control cables.  contributing factors were the impeded waste water drain system due to the inoperative heaters and the reduced aileron control due to restricted movement of the control cables.",41.979721,-87.904441,ORD,united,boeing,None,747
1062,ACC,2003-02-08,N448AM,serious,0,1,0,the aft passenger stair handrail collapsing due to undetermined reasons.,18.438888,-66.001663,SJU,american,aerospatiale,None,ATR72-212
1066,INC,2003-01-16,N303TZ,none,0,0,0,"the ground tow personnel not maintaining clearance from the de-icing vehicle during the tow back to the gate.  factors were the de-icing vehicle that parked by the airplane's left wing, the ground personnel not following the operator's towing procedures/directives.",39.717224,-86.294441,IND,american,boeing,Minor,737
1075,ACC,2002-11-09,N452AA,serious,0,1,6,an inadvertent trauma to the passenger's foot during an emergency evacuation.,40.777221,-73.872497,LGA,american,mcdonnell_douglas,None,MD-82
1096,ACC,2002-07-02,N911DL,none,0,0,0,"the pilot's failure to maintain clearance with the parked vehicles.  factors contributing to the accident were the airport's failure to properly identify the construction area, their failure to publish a notice to airmen.",29.645277,-95.278892,HOU,delta,mcdonnell_douglas,Substantial,MD-88
1104,ACC,2002-06-03,N588FE,none,0,0,0,"the momentary operation of the airplane outside of the airplane's aerodynamic design stall buffet boundary that resulted from the captain's initiation of a ground proximity warning system (gpws) escape maneuver.  factor's contributing to the accident were the false readings of both radio altimeters which prompted the false gpws warning, and the inadequate structural capability of the elevator design to remain intact during momentary operations outside of the stall buffet boundary.",0.0,0.0,SFS,federal express,mcdonnell_douglas,Substantial,MD-11
1106,ACC,2002-06-02,N601FE,none,0,0,0,"the failure of the lower outboard nut and bolt assembly of the left inboard flap's outboard hinge that resulted from stress corrosion cracking and fatigue.  factors contributing to the accident were the inadequate materials specification of the bolt, and inadequate inspection requirements for the assembly.",0.0,0.0,SFS,federal express,mcdonnell_douglas,Substantial,MD-11
1108,INC,2002-05-31,N608FE,none,0,0,0,"failure of the copilot's forward (r1) windshield anti-ice controller resulting in a continuous over voltage condition, followed by the subsequent overheating and shattering of the windscreen.",47.461112,-122.301666,SEA,federal express,mcdonnell_douglas,Minor,MD-11
1109,ACC,2002-05-29,N626DL,serious,0,1,0,"in-flight encounter with turbulence during descent, that resulted in an serious injury to the flight attendant.",33.645,-84.433052,ATL,delta,boeing,None,757
1111,ACC,2002-05-11,N552TZ,none,0,0,0,the ground personnel handled the aircraft improperly during pushback from the gate by failing to maintain clearance with the other parked aircraft.  the light rain and the parked airplane that was contacted were factors.,41.785831,-87.75222,MDW,american,boeing,Substantial,757
1124,ACC,2002-03-17,"N935AS, B16106",none,0,0,0,the failure of the flight crew of the other airplane (md-11) to maintain clearance while taxiing and the md-82 ground-marshaling personnel’s failure to follow procedures/directives when they did not display an emergency stop signal to the flight crew of the other airplane.  factors contributing to the accident were heavy snow showers and snow-covered terrain.,61.174446,-149.996383,ANC,alaska,mcdonnell_douglas,Substantial,MD-82
1142,INC,2001-12-13,N359UA,none,0,0,0,reason for occurrence is undetermined.,0.0,0.0,ORD,united,boeing,None,737
1150,ACC,2001-10-29,N640A,serious,0,1,0,a passenger sustained a broken ankle during an emergency evacuation.,38.944442,-77.455558,IAD,american,boeing,None,757
1152,ACC,2001-10-13,N34820,none,0,0,0,an in flight collision with birds.,40.199203,-74.77922,EWR,continental,aerospatiale,Substantial,A320
1167,INC,2001-08-16,"N308WA, N33635",none,0,0,0,"the local controller clearing the taxiing aircraft to cross the runway in front of the aircraft on takeoff roll.  contributing factors were the local controller's failure to follow faa procedures and directives to visually scan the runway prior to issuing the crossing clearance, the local controller’s excessive workload, and the tower supervisor's inadequate supervision.",32.896389,-97.037498,DFW,delta,boeing,Minor,737
1168,ACC,2001-08-09,N2417F,none,0,0,0,"the malfunction of the nose gear extension system, which resulted from a previous ground collision with a wheel chock.  a factor was the wheel chock.",38.545276,-89.835281,BLV,southwest,boeing,Substantial,717
1173,INC,2001-07-12,N9413T,none,0,0,0,the separation of a fan blade due to fatigue failure which led to case separation and loss of engine power in the left engine.,38.729263,-93.549232,SZL,southwest,mcdonnell_douglas,Minor,MD-83
1188,INC,2001-04-25,N29917,none,0,0,0,"the manufacturer's inadequate quality control, which resulted in a jammed elevator trim actuator.",36.859912,-76.199913,ORF,continental,embraer,None,ERJ-145
1192,ACC,2001-04-09,"N328AA, N3731T",none,0,0,0,"the boeing 767 captain's misjudgment of the distance between his airplane and the stationary boeing 737, which resulted in a ground collision.  a factor was sunglare.",42.364166,-71.004997,BOS,american,boeing,Minor,767
1199,ACC,2001-03-06,N822PH,none,0,0,0,the failure of the number 5 engine bearing assembly followed by the disconnection of the p2.5/p3 switching valve to rear inlet case sealing air tube and the melting of the nl probe port (sealing tube) which allowed an oil fed fire beyond the constraints of the engine casing and into the engine nacelle.  a contributing factor was the company's failure to follow several maintenance procedures within the maintenance manual after a previous oil loss event.  a second factor was the omission of the pw120a engine from the airworthiness directive issued by the faa which mandated the completion of pratt & whitney service bulletin 20914.  the lack of inclusion of the pw120a engine in the ad resulted in the company’s correct interpretation that the service bulletin was not mandatory.,45.569744,-122.589462,PDX,us airways,de_havilland,Substantial,DASH-8
1205,INC,2001-02-19,N2410W,none,0,0,0,"the failure of the operator to provide complete and comprehensive thrust reverser lock-out maintenance procedures and guidance to the contract maintenance personnel resulting in a partial and inadequate securing of the faulty thrust reverser and a subsequent inadvertent deployment following takeoff. contributing to the incident is the failure of the contract maintenance personnel to verify that the maintenance instructions received where complete, accurate, and up to date.",42.980442,-87.899131,MKE,southwest,boeing,None,717
1231,ACC,2000-11-20,N14056,fatal,1,3,19,"the failure of the flight crew to perform the cabin pressurization manual control abnormal checklist after experiencing a pressurization system malfunction and switching to manual pressurization control, and the failure of the flight crew to perform the emergency landing checklist prior to landing, resulting in the airplane having an excessive cabin pressure level after landing which led to a rapid decompression of the airplane when a flight attendant opened door and was ejected out of the airplane during emergency evacuation that was initiated by the captain.   contributing to the accident was the failure of operator maintenance personnel to ensure that insulation blankets around the forward and aft outflow valves were properly secured in accordance with airplane manufacturer's data, resulting in a malfunction of the pressurization system.   other contributing factors include the absence of faa requirements that each emergency exit door has a system to relieve pressure or contain specific warnings (such as lights, placards, or other indications that clearly identify the danger of opening the emergency exit doors when the airplane is over pressurized); the absence of faa technical specifications for lavatory ionization smoke detectors; the absence of a requirement in the airplane's ground/emergency evacuation checklist for the flight crew to ensure that the cabin differential pressure is zero pounds per square inch before signaling flight attendants to begin an emergency evacuation; and the absence of a mechanical stop in the negative direction on the cabin altimeter gauge.",25.815,-80.296669,MIA,american,airbus,Minor,A300
1242,INC,2000-10-01,N69826,minor,0,0,1,the failure of maintenace personnel to follow fleet campaign directive on how to install a certificate holder.,33.549087,-86.749404,BHM,continental,mcdonnell_douglas,Minor,MD-80
1255,ACC,2000-08-16,N764AT,none,0,0,0,the fractured tow bar and the inadequate weld of the tow bar by an unknown person.,41.78078,-87.770988,MDW,american,boeing,Substantial,727
1256,INC,2000-08-12,N16718,minor,0,0,1,"the improper installation of the right elevator trim control wheel by company mechanics, which resulted in an elevator trim malfunction.",31.610746,-100.550926,SJT,continental,embraer,None,EMB-120ER
1258,INC,2000-08-06,"N269AE, N119UA",none,0,0,0,the improper takeoff clearance issued by the local controller.,0.0,0.0,ORD,american,aerospatiale,None,ATR-42-2000
1279,ACC,2000-04-25,N39081,none,0,0,0,"stress rupture of the 2nd-stage low pressure turbine anti-rotation nozzle locks, resulting from inadequate nozzle lock design.",0.0,0.0,EWR,continental,mcdonnell_douglas,Substantial,DC-10
1286,INC,2000-04-01,N934AS,none,0,0,0,contaminated air being ducted into the aircraft's cabin from the engine exhaust of a nearby ground power cart.,47.440662,-122.279029,SEA,alaska,mcdonnell_douglas,None,MD-82
