NtsbNo,EventType,Mkey,EventDate,City,State,Country,ReportNo,N,HasSafetyRec,ReportType,OriginalPublishDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,ProbableCause,EventID,Latitude,Longitude,Make,Model,AirCraftCategory,AirportID,AirportName,AmateurBuilt,NumberOfEngines,Scheduled,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,Operator,ReportStatus,RepGenFlag,DocketUrl,DocketPublishDate
DEN05LA090,ACC,61741,2005-06-10T19:12:00Z,Scottsbluff,Nebraska,United States,,N302NB,FALSE,DirectorBrief,2005-10-27T04:00:00Z,Serious,0,1,0,the inflight encounter with moderate turbulence.,,41.859874,-103.660758,Airbus Industrie,A-319-114,AIR,,,FALSE,2,SCHD,,121,Minor,VMC,,Completed,FALSE,,
DFW05IA156,INC,61703,2005-06-10T12:25:00Z,Oklahoma City,Oklahoma,United States,,N530XJ,FALSE,DirectorBrief,2006-12-28T05:00:00Z,Minor,0,0,2,Failure of a high pressure hydraulic line from fatigue as a result of a manufacturing defect.,,35.389167,-97.60028,British Aerospace,Avro 146-RJ85A,AIR,OKC,Will Rogers World Airport,FALSE,4,SCHD,,121,Minor,VMC,,Completed,FALSE,,
NYC05IA095,INC,61662,2005-06-09T20:40:00Z,Boston,Massachusetts,United States,,"EI-ORD, N394US",FALSE,DirectorBrief,2007-05-29T04:00:00Z,None,0,0,0,"The local east controller's failure to follow FAA Order 7110.65, para 3-9-8 and Boston Tower Order 7110.11, Standard Operating Procedures, which resulted in a runway incursion during takeoff involving two transport category airplanes.",,42.364166,-71.004997,"Airbus Industrie, Boeing","A330-301, 737-3B7","AIR,AIR",BOS,Logan International,"FALSE,FALSE","2,2",SCHD,",","129,121","None,None",VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=61662,4/12/2007 15:44
NYC05IA093,INC,61652,2005-06-08T22:37:00Z,Dulles,Virginia,United States,,N40SZ,FALSE,DirectorBrief,2006-08-29T04:00:00Z,None,0,0,0,"Failure of the right main landing gear to extend and lock for undetermined reasons, which resulted in the right main landing gear collapsing during touchdown.",,38.944442,-77.455833,Saab-Scania AB (Saab),340A,AIR,IAD,Washington Dulles Internationa,FALSE,2,SCHD,,121,Minor,VMC,Shuttle America Corporation,Completed,FALSE,,
DCA05MA070,ACC,61637,2005-06-07T07:41:00Z,Washington,District of Columbia,United States,,N803MD,FALSE,DirectorBrief,2006-05-30T04:00:00Z,Fatal,1,0,0,"The inexperience of the driver (fleet service agent) in the operation of a belt loader, which resulted in the belt loader being driven under, and colliding with, the airplane.",,38.909545,-77.019561,Embraer,170,AIR,DCA,Washington Reagan National,FALSE,2,SCHD,,121,Minor,VMC,,Completed,FALSE,,
NYC05FA094,ACC,61654,2005-06-07T02:25:00Z,Louisville,Kentucky,United States,,N250UP,FALSE,DirectorBrief,2008-02-28T05:00:00Z,None,0,0,0,"The flying pilot's improper aircraft handling after main landing gear touchdown, which resulted in the collapse of the nose landing gear assembly.  Conributing to the accident was the pilot-in-command's inadequate supervision during the landing.",,38.174167,-85.735832,McDonnell Douglas,MD-11F,AIR,SDF,STANDIFORD FIELD,FALSE,3,NSCH,,121,Substantial,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=61654,4/1/2006 22:14
CHI05LA135,ACC,61726,2005-06-05T14:00:00Z,New Chicago,Indiana,United States,,N602AN,FALSE,DirectorBrief,2006-03-28T05:00:00Z,Serious,0,1,1,The inadvertent encounter with convectively induced turbulence (CIT) while the aircraft was descending into the terminal area.,,41.560001,-87.274444,Boeing,757-223,AIR,,,FALSE,2,SCHD,,121,None,VMC,,Completed,FALSE,,
DCA05MA071,ACC,61651,2005-05-31T20:38:00Z,Chicago O'Hare,Illinois,United States,,N417AW,TRUE,DirectorBrief,2007-04-25T04:00:00Z,Serious,0,1,0,"The opening of the service door when the airplane was pressurized.    Contributing to the accident was the captain's failure to ensure that one of the airplane doors was open while a ground-cooling cart was connected, which resulted in pressurizing the airplane on the ground.",,0,0,"Bombardier, Inc.",CL-600-2B19,AIR,ORD,Chicago O'Hare International,FALSE,2,SCHD,,121,Minor,VMC,Air Wisconsin Airlines Corporation,Completed,FALSE,,
DEN05IA084,INC,61666,2005-05-30T09:47:00Z,Denver,Colorado,United States,,N454YV,FALSE,DirectorBrief,2005-10-27T04:00:00Z,None,0,0,0,The improper procedures conducted by the ground personnel and the flight crew's failure to coordinate procedures with the ground personnel during push back operation which resulted in the collision between the ground support vehicle and the airplane.  A contributing factor was the inadequate communication between the flight crew and ground crew during the push back operation.,,39.861389,-104.673057,de Havilland,DHC-8-202,AIR,DEN,DENVER INTL,FALSE,2,SCHD,,121,None,VMC,,Completed,FALSE,,
DEN05IA083,INC,61597,2005-05-28T17:20:00Z,Denver,Colorado,United States,,N911TW,FALSE,DirectorBrief,2006-03-28T05:00:00Z,None,0,0,0,the reason for the occurrence was not determined.,,39.861389,-104.673057,McDonnell Douglas,DC-9-82,AIR,DEN,DENVER INTL,FALSE,2,SCHD,,121,Minor,VMC,"American Airlines, Inc.",Completed,FALSE,,
DCA05WA067,ACC,61629,2005-05-20T07:35:00Z,London,,United Kingdom,,N864DA,FALSE,None,,None,0,0,0,,,0,0,BOEING,B-777-232,AIR,,,FALSE,,SCHD,,121,Substantial,,DELTA AIRLINES INC,N/A,FALSE,,
CHI05IA116,INC,61520,2005-05-19T10:25:00Z,Kansas City,Missouri,United States,,N814HK,FALSE,DirectorBrief,2007-07-25T04:00:00Z,None,0,0,0,The fatigue failure during cruise flight of the fan spinner and forward fan retaining ring due to an interference between the mating parts resulting from the inadequate design by the manufacturer.,,39.269004,-94.730628,Embraer,EMB-145LR,AIR,,,FALSE,2,SCHD,,121,Minor,VMC,TRANS STATES AIRLINES INC,Completed,FALSE,,
DEN05IA076,INC,61512,2005-05-17T09:56:00Z,Denver,Colorado,United States,,"N305UA, N373UA",FALSE,DirectorBrief,2005-10-27T04:00:00Z,None,0,0,0,the pilot's failure to maintain clearance resulting in the left wing of the aircraft striking the right wing of an adjacent aircraft.   A factor in this incident was the improper procedure performed by the ground crew (of the second aircraft involved).,,39.861667,-104.673057,"Boeing, Boeing","737-322, 737-322","AIR,AIR",DEN,Denver International Airport,"FALSE,FALSE","2,2",SCHD,",","121,121","Minor,Minor",VMC,",On File",Completed,FALSE,,
DEN05LA077,ACC,61513,2005-05-13T19:20:00Z,Denver,Colorado,United States,,N949DL,FALSE,DirectorBrief,2005-10-27T04:00:00Z,None,0,0,0,the failure of the nose gear actuator resulted in penetration of the forward pressure bulkhead and a loss of pressurization.,,39.790969,-104.700775,McDonnell Douglas,MD-88,AIR,DEN,Denver International,FALSE,2,SCHD,,121,Substantial,VMC,,Completed,FALSE,,
NYC05MA083,INC,61471,2005-05-13T00:16:00Z,Union Star,Missouri,United States,,N910ME,TRUE,DirectorBrief,2009-01-14T05:00:00Z,None,0,0,0,"A loss of reliable airspeed indication due to an accumulation of ice on the air data/pitot sensors. Contributing to the incident was the flight crew's improper response to the erroneous airspeed indications, their lack of coordination during the initial recovery of the airplane to controlled flight, and icing conditions.",,39.966667,-94.583335,BOEING,717-200,AIR,,,FALSE,2,SCHD,,121,None,IMC,Midwest Airlines,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=61471,10/30/2007 18:01
CHI05MA111,ACC,61455,2005-05-10T20:36:00Z,Minneapolis,Minnesota,United States,,"N763NC, N368NB",FALSE,DirectorBrief,2007-04-25T04:00:00Z,Serious,0,1,7,"the Captain's decision to shutdown the left engine during taxi with no hydraulic pressure on the right side hydraulic system to effectively operate the brakes, steering, or thrust reversers.  A factor was the fatigue fracture of the rudder shutoff valve which resulted in the loss of right side hydraulic pressure.",,44.880554,-93.216941,"McDonnell Douglas, Airbus Industrie","DC-9-51, A-319-114","AIR,AIR",MSP,MINNEAPOLIS-ST PAUL INTL/WOLD-,"FALSE,FALSE","2,2",SCHD,",","121,121","Substantial,Substantial",VMC,",Northwest Airlines Inc.",Completed,FALSE,,
DFW05LA112,ACC,61386,2005-04-29T08:31:00Z,Little Rock,Arkansas,United States,,N727SW,FALSE,DirectorBrief,2005-09-13T04:00:00Z,Serious,0,1,0,An encounter with moderate turbulence during cruise flight.,,35.367221,-91.202224,Boeing,737-700,AIR,,,FALSE,2,SCHD,,121,None,VMC,Southwest Airlines Company,Completed,FALSE,,
ANC05IA064,INC,61394,2005-04-28T06:30:00Z,Anchorage,Alaska,United States,,N277WA,FALSE,DirectorBrief,2006-06-28T04:00:00Z,None,0,0,0,"The inadequate installation of the cockpit security door locking device, which resulted in smoke in the cockpit during normal cruise, and a precautionary landing.  A factor associated with the incident was the manufacturer's insufficiently defined installation instructions.",,61.174446,-149.996383,McDonnell Douglas,MD-11,AIR,,,FALSE,3,NSCH,,121,Minor,VMC,WORLD AIRWAYS INC,Completed,FALSE,,
DEN05IA071,INC,61389,2005-04-25T12:05:00Z,Denver,Colorado,United States,,N789TM,FALSE,DirectorBrief,2005-12-20T05:00:00Z,None,0,0,0,"the improper operation of the loading bridge which resulted in the loading bridge impacting the airplane. Contributing factors were the failure of the ground personnel to marshal the airplane on the assigned aircraft stop line, lack of supervision and communications during the marshal operations, the lack of qualified personnel conducting the marshal operations, and the inadequate training of ground personnel.",,39.861389,-104.673057,Boeing,737-282,AIR,DEN,DENVER INTL,FALSE,2,SCHD,,121,Minor,VMC,,Completed,FALSE,,
ATL05LA065,ACC,61171,2005-03-20T13:48:00Z,Raleigh,North Carolina,United States,,N733KR,FALSE,DirectorBrief,2006-05-30T04:00:00Z,Serious,0,1,0,An oily smell in the airplane shortly after takeoff for undetermined reasons that resulted in a return to the airport and a passenger  injury during the emergency evacuation.,,35.866664,-78.790275,Embraer,EMB-135LR,AIR,RDU,Raleigh-Durham Int'l Airport,FALSE,2,SCHD,,121,None,VMC,,Completed,FALSE,,
DCA05WA043,INC,61159,2005-03-14T02:00:00Z,Buenos Aires,,Argentina,,N656UA,FALSE,None,,Minor,0,0,5,,,0,0,Boeing,B767,AIR,,,FALSE,,SCHD,,121,None,,UNITED AIRLINES INC,N/A,FALSE,,
CHI05FA077,ACC,61142,2005-03-12T01:02:00Z,Milwaukee,Wisconsin,United States,,N8932C,FALSE,DirectorBrief,2007-01-31T05:00:00Z,None,0,0,0,"the captain's failure to adequately compensate for the crosswind conditions, and his failure to maintain directional control during landing.  Contributing factors include the captain's failure to land at the nearest suitable airport after an in-flight mechanical problem, the airport operation's failure to conduct runway friction tests and to issue NOTAMS in accordance with existing regulations, the crosswind, the snow-covered runway, the runway sign, and night conditions.",,42.931667,-87.898056,Bombardier,CL-600-2B19,AIR,MKE,Milwukee/General Mitchell,FALSE,2,SCHD,,121,Substantial,IMC,Pinnacle Airlines,Completed,FALSE,,
DCA05WA042,ACC,61158,2005-03-11T02:00:00Z,Buenos Aires,,Argentina,,N790AN,FALSE,None,,Minor,0,0,8,,,0,0,Boeing,B777,AIR,,,FALSE,,SCHD,,121,Substantial,,AMERICAN AIRLINES INC,N/A,FALSE,,
IAD05LA044,ACC,61156,2005-03-06T20:30:00Z,Boston,Massachusetts,United States,,N6710E,FALSE,DirectorBrief,2006-05-30T04:00:00Z,Serious,0,1,3,"The first officer's misjudgment of a perceived threat, which resulted in the captain's excessive braking and subsequent injury to a flight attendant.  A factor was the night lighting conditions.",,42.364444,-71.005279,Boeing,757-232,AIR,BOS,General Edward Logan,FALSE,2,SCHD,,121,None,VMC,,Completed,FALSE,,
NYC05FA054,ACC,61107,2005-03-02T17:50:00Z,Newark,New Jersey,United States,,N78008,FALSE,DirectorBrief,2008-02-28T05:00:00Z,None,0,0,0,"The captain's failure to follow company procedures, which resulted in a tail strike. Contributing were the gusty crosswind and tailwind conditions, and the manufacturer's failure to provide adequate performance planning data to account for gusty crosswinds during takeoff.",,40.698612,-74.169998,Boeing,777-200,AIR,EWR,Newark International Airport,FALSE,2,SCHD,,121,Substantial,VMC,CONTINENTAL AIRLINES INC,Completed,FALSE,,
LAX05LA105,ACC,61077,2005-02-11T18:45:00Z,Los Angeles,California,United States,,N394AE,FALSE,DirectorBrief,2006-07-31T04:00:00Z,Serious,0,1,0,the in-flight encounter with turbulence.,,33.942501,-118.408058,SAAB-SCANIA,SAAB 340B,AIR,,,FALSE,2,SCHD,,121,None,VMC,,Completed,FALSE,,
SEA05IA040,INC,60975,2005-01-30T13:35:00Z,Seattle,Washington,United States,,N350SW,FALSE,DirectorBrief,2005-07-07T04:00:00Z,None,0,0,0,The flight crew's failure to maintain an adequate visual lookout while on final for a visual approach. Factors include the failure of  both airport operations personnel and the local FAA Airports Inspector to insure that some form of identification marking was placed directly on the taxiway surface after the first seven misalignment events.,,47.44889,-122.309448,Boeing,737-3H4,AIR,KSEA,Seattle-Tacoma Int.,FALSE,2,SCHD,,121,None,VMC,,Completed,FALSE,,
ANC05LA025,ACC,60941,2005-01-27T12:15:00Z,Toksook Bay,Alaska,United States,,N201EH,FALSE,DirectorBrief,2005-12-20T05:00:00Z,None,0,0,0,"The pilot's inadequate compensation for the gusty crosswind wind condition, which resulted in a loss of control during the landing roll, and the collapse of the nose landing gear.  Factors associated with the accident were the crosswind and wind gusts.",,60.541389,-165.087219,de Havilland,DHC-6-200,AIR,OOK,Toksook Bay,FALSE,2,SCHD,,121,Substantial,VMC,,Completed,FALSE,,
DCA05WA028,INC,60917,2005-01-24T07:08:00Z,Dusseldorf,,Germany,,N808MC,FALSE,None,,None,0,0,0,,,0,0,BOEING,B-747-200,AIR,,,FALSE,,NSCH,,121,Minor,IMC,ATLAS AIR INC,N/A,FALSE,,
DCA05WA032,INC,60944,2005-01-19T12:25:00Z,Nice,,France,,N174DN,FALSE,None,,None,0,0,0,,,0,0,Boeing,B-767-332,AIR,,,FALSE,,SCHD,,121,Minor,,DELTA AIR LINES INC,N/A,FALSE,,
NYC05LA043,ACC,60868,2005-01-17T14:40:00Z,Covington,Kentucky,United States,,N373DL,FALSE,DirectorBrief,2005-09-13T04:00:00Z,None,0,0,0,The catering truck driver's failure to maintain clearance of the parked airplane by his inadvertent depressing the accelerator.  A factor in this accident was the catering truck driver's diverted attention.,,39.046112,-84.661941,Boeing,737-247,AIR,CVG,Cincinnatti/Northern Kentucky,FALSE,2,SCHD,,121,Substantial,VMC,,Completed,FALSE,,
DEN05LA048,ACC,60851,2005-01-08T15:33:00Z,Gunnison,Colorado,United States,,N16732,FALSE,DirectorBrief,2005-09-13T04:00:00Z,Minor,0,0,1,the snowplow driver's failure to see the airplane during plowing operations.  Factors contributing to the accident were the snowplow driver's excessive speed and the snow.,,38.540168,-106.919662,Boeing,737-724,AIR,GUC,Gunnison County Airport,FALSE,2,SCHD,,121,Substantial,IMC,,Completed,FALSE,,
DEN05IA046,INC,60850,2005-01-03T21:34:00Z,Denver,Colorado,United States,,N202UX,FALSE,DirectorBrief,2005-06-08T04:00:00Z,Minor,0,0,1,"the tug driver's failure to maintain operational control of the tug, resulting in impact with an airplane. Contributing factors include the tug driver's improper procedure, the tug driver's inadequate initial ground equipment training, and the company/operator's inadequate certification/approval of the tug driver.",,39.849269,-104.699867,Beech,1900D,AIR,DEN,Denver Internationl,FALSE,2,SCHD,,121,Minor,VMC,,Completed,FALSE,,
ANC05IA020,INC,60803,2004-12-29T19:41:00Z,Anchorage,Alaska,United States,,N858FT,FALSE,DirectorBrief,2005-12-20T05:00:00Z,None,0,0,0,"The failure of a high-pressure fuel line fitting, which resulted in an engine fire during takeoff/initial climb.",,61.174446,-149.996383,Boeing,747-123,AIR,PANC,Ted Stevens International Airp,FALSE,4,NSCH,,121,Minor,VMC,,Completed,FALSE,,
DFW05LA047,ACC,60783,2004-12-29T15:30:00Z,Austin,Texas,United States,,N506MJ,FALSE,DirectorBrief,2005-06-08T04:00:00Z,Serious,0,1,0,"The failure of an air conditioning pack, which resulted in a haze filling the cabin.  A contributing factor was the failure of the passenger to follow evacuation instructions.",,30.201944,-97.666664,Bombardier,CL-600-2C10,AIR,AUS,Austin-Bergstrom International,FALSE,1,SCHD,,121,None,VMC,"Mesa Airlines, Inc.",Completed,FALSE,,
NYC05LA038,ACC,60812,2004-12-20T08:20:00Z,Providence,Rhode Island,United States,,N402A,FALSE,DirectorBrief,2005-10-27T04:00:00Z,None,0,0,0,"The vehicle driver's failure to maintain directional control, which resulted in a collision with the airplane during push-back.  A factor was the icy ramp area.",,41.723888,-71.428337,McDonnell Douglas,MD-82,AIR,PVD,Theodore Francis Green State,FALSE,2,SCHD,,121,Substantial,IMC,,Completed,FALSE,,
DCA05WA019,ACC,60751,2004-12-16T22:00:00Z,Ontario,,Canada,,N748CC,FALSE,None,,Serious,0,2,0,,,0,0,Short Brothers,SD3-60,AIR,,,FALSE,,NSCH,,121,Destroyed,,AIR CARGO CARRIERS INC,N/A,FALSE,,
DCA05WA020,INC,60752,2004-12-12T02:01:00Z,London,,United Kingdom,,N523MC,FALSE,None,,None,0,0,0,,,0,0,Boeing,747,AIR,,,FALSE,,NSCH,,121,None,,ATLAS AIR INC,N/A,FALSE,,
DEN05IA027,INC,60590,2004-11-21T12:38:00Z,Denver,Colorado,United States,,N234AA,FALSE,DirectorBrief,2005-07-07T04:00:00Z,None,0,0,0,"the first officer's failure to maintain proper glide slope during the landing approach, and the captain's failure to adequately monitor the approach and landing, and his failure to challenge and/or intervene when the first officer continued to descend below the glide slope.  Factors contributing to the incident were the first officer's lack of recent experience in flying a complete ILS approach in actual instrument conditions, the low ceilings and fog.",,39.827499,-104.660552,McDonnell Douglas,DC-9-82,AIR,DEN,Denver International Airport,FALSE,2,SCHD,,121,Minor,IMC,"American Airlines, Incorporated",Completed,FALSE,,
CHI05LA028,ACC,60577,2004-11-14T00:00:00Z,Milwaukee,Wisconsin,United States,,N305CE,FALSE,DirectorBrief,2005-09-13T04:00:00Z,Serious,0,1,0,Failure of the ramp employee to maintain clearance to the rotating propeller resulting in inadvertent contact with a propeller blade.,,42.947223,-87.896667,Saab-Scania AB (Saab),340B,AIR,MKE,General Mitchell International,FALSE,2,SCHD,,121,None,VMC,Chicago Express Airlines Inc,Completed,FALSE,,
NYC05LA013,ACC,60500,2004-10-27T11:00:00Z,Philadelphia,Pennsylvania,United States,,N592ML,FALSE,DirectorBrief,2005-07-07T04:00:00Z,Minor,0,0,1,The flightcrew's misjudged  clearance from a parked airport vehicle while taxiing.  A factor was the vehicle operator's improper decision to park within a taxiway safety area.,,39.871944,-75.241111,Bombardier,CL-600-2B19,AIR,PHL,Philadelphia International,FALSE,2,SCHD,,121,Substantial,VMC,MESA AIRLINES INC,Completed,FALSE,,
DFW05LA010,ACC,60430,2004-10-25T19:30:00Z,Fort Worth,Texas,United States,,N376AE,FALSE,DirectorBrief,2005-01-24T05:00:00Z,Serious,0,1,0,The ground personnel's failure to maintain clearance from the propeller.  Contributing factors were the ground personnel's failure to comply with procedures/directives and the ground personnel's failure to properly use equipment.,,32.896667,-97.03778,Saab-Scania AB (Saab),SF-340B,AIR,DFW,DFW International Airport,FALSE,2,SCHD,,121,None,VMC,"American Eagle Airlines, Inc.",Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=60430,6/10/2010 15:54
CHI05MA011,ACC,60405,2004-10-20T21:29:00Z,Lake Michigan,,United States,,N709CK,FALSE,DirectorBrief,2007-11-29T05:00:00Z,None,0,0,0,The number one engine separated from the airplane during climb due to the uncontained separation of a portion of the second stage turbine disk rim after the second stage turbine vanes contacted the disk.  The second stage turbine vanes contacted the second stage turbine disk due to the operator's inadequate inspection of the high pressure turbine module and the improper repair of the module by unknown maintenance personnel.,,42.075553,-86.867225,Boeing,747-132,AIR,,,FALSE,4,NSCH,,121,Substantial,VMC,,Completed,FALSE,,
DCA05MA004,ACC,60395,2004-10-19T20:37:00Z,Kirksville,Missouri,United States,AAR0601,N875JX,TRUE,Report,2006-01-24T05:00:00Z,Fatal,13,2,0,"the pilots' failure to follow established procedures and properly conduct a nonprecision instrument approach at night in IMC, including their descent below the minimum descent altitude (MDA) before required visual cues were available (which continued unmoderated until the airplane struck the trees) and their failure to adhere to the established division of duties between the flying and nonflying (monitoring) pilot.Contributing to the accident was the pilots' failure to make standard callouts and the current Federal Aviation Regulations that allow pilots to descend below the MDA into a region in which safe obstacle clearance is not assured based upon seeing only the airport approach lights. The pilots' unprofessional behavior during the flight and their fatigue likely contributed to their degraded performance..",,40.190479,-92.570533,British Aerospace,Jetstream 32,AIR,IRK,KIRKSVILLE REGIONAL,FALSE,2,SCHD,,121,Destroyed,IMC,CORPORATE AIRLINES,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=60395,4/19/2022 4:00
MIA04LA134,ACC,60376,2004-09-29T14:45:00Z,Caribbean Sea,,,,N109DL,FALSE,DirectorBrief,2005-09-13T04:00:00Z,Serious,0,1,0,"An inadvertent encounter with severe turbulence during cruise, which resulted in a flight attendant being injured.",,13,-71.5,Boeing,767-232,AIR,AUA,"Aruba, Netherlands Antilles",FALSE,2,SCHD,,121,None,VMC,,Completed,FALSE,,
DCA04MA082,ACC,60155,2004-09-19T13:43:00Z,Memphis,Tennessee,United States,,N601FE,FALSE,DirectorBrief,2006-03-28T05:00:00Z,None,0,0,0,"The pilot's over-rotation during a go-around maneuver initiated because of a bounced landing.  The go-around maneuver was initiated at a low speed and high pitch angle, and after reverse thrust was selected, contrary to Boeing and FedEx training guidance.",,35.14957,-90.050544,Boeing,MD-11,AIR,KMEM,Memphis International,FALSE,3,NSCH,,121,Substantial,VMC,,Completed,FALSE,,
CHI04IA260,INC,60165,2004-09-16T15:13:00Z,Chicago,Illinois,United States,,N253AA,FALSE,DirectorBrief,2005-09-13T04:00:00Z,None,0,0,0,"An in-flight collision with a flock of birds during climb out after takeoff, which damaged the left engine fan module and ruptured a fuel line to the fuel-oil cooler causing an engine fire.",,41.97861,-87.904724,McDonnell Douglas,DC-9-82,AIR,ORD,Chicago O'Hare Intl,FALSE,2,SCHD,,121,Minor,VMC,,Completed,FALSE,,
LAX04LA318,ACC,60149,2004-09-13T21:03:00Z,Los Angeles,California,United States,,N601WN,FALSE,DirectorBrief,2006-01-31T05:00:00Z,Serious,0,1,0,the flight's encounter with the wake turbulence from a preceding heavy airplane while on approach.,,33.942501,-118.408058,Boeing,737-3H4,AIR,LAX,Los Angeles International,FALSE,2,SCHD,,121,None,VMC,,Completed,FALSE,,
FTW04LA225,ACC,60021,2004-08-30T20:05:00Z,El Paso,Texas,United States,,N742RW,FALSE,DirectorBrief,2005-04-28T04:00:00Z,None,0,0,0,The first officer's failure to maintain aircraft control.  Contributing factors were the captain's delayed remedial action and the crosswind.,,31.806667,-106.377777,Boeing,727-2M7,AIR,ELP,EL PASO INTL,FALSE,3,NSCH,,121,Substantial,VMC,CUSTOM AIR TRANSPORT INC,Completed,FALSE,,
IAD04LA050,ACC,60020,2004-08-29T15:15:00Z,Clyde,New York,United States,,N810AE,FALSE,DirectorBrief,2006-03-28T05:00:00Z,Serious,0,1,0,An unexpected encounter with clear air turbulence.,,43.150001,-76.900001,Embraer,EMB-135KL,AIR,,,FALSE,2,SCHD,,121,None,,,Completed,FALSE,,
SEA04IA175,INC,60196,2004-08-27T12:30:00Z,"Richmond, BC",,Canada,,N526UA,FALSE,DirectorBrief,2004-12-28T05:00:00Z,None,0,0,0,The slat was impacted by birds after takeoff and subsequently the slat delaminated due to flight loads.,,47.444442,-122.331108,Boeing,757-200,AIR,,,FALSE,2,SCHD,,121,Minor,VMC,,Completed,FALSE,,
LAX04IA302,INC,59989,2004-08-19T15:55:00Z,Los Angeles,California,United States,,N461WN,FALSE,DirectorBrief,2006-01-31T05:00:00Z,None,0,0,0,"a loss of separation between Southwest flight 440 and Asiana flight 204 due to the LC2 relief controller's failure to appropriately monitor the operation and recognize a developing traffic conflict.  Contributing factors included the FAA's position relief briefing procedures, the formatting of the DBRITE radar displays in the LAX tower, controller fatigue, and the tower supervisor's staffing decisions on the day of the incident.",,33.942501,-118.408058,Boeing,737-7H4,AIR,LAX,"Los Angeles, CA",FALSE,2,SCHD,,121,None,VMC,,Completed,FALSE,,
DCA04MA068,ACC,59897,2004-08-13T01:49:00Z,Florence,Kentucky,United States,AAR0603,N586P,TRUE,Report,2006-08-09T04:00:00Z,Fatal,1,0,1,"fuel starvation resulting from the captain's decision not to follow approved fuel crossfeed procedures. Contributing to the accident were the captain's inadequate preflight planning, his subsequent distraction during the flight, and his lateinitiation of the in-range checklist. Further contributing to the accident was the flight crew's failure to monitor the fuel gauges and to recognize that the airplane's changing handling characteristics were caused by a fuel imbalance.",,38.990478,-84.640289,Convair Div. of Gen. Dynamics,CV-340 (580),AIR,CVG,CINCINNATI/NORTHERN KENTUCKY I,FALSE,2,NSCH,,121,Destroyed,VMC,AIR TAHOMA INC,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=59897,1/23/2024 5:00
DEN04IA124,INC,59904,2004-08-07T18:12:00Z,Denver,Colorado,United States,,N929UA,FALSE,DirectorBrief,2005-01-24T05:00:00Z,None,0,0,0,"the inaccurate radar information due to the failure of the Airport Movement Area Surveillance radar resulting in the tower calling for the airplane to abort the takeoff, subsequently causing tire and brake damage to the airplane.",,39.851112,-104.667221,Boeing,737-500,AIR,DEN,Denver International Airport,FALSE,2,SCHD,,121,Minor,VMC,,Completed,FALSE,,
ENG04RA024,INC,59789,2004-07-29T04:00:00Z,Osaka,,Japan,,N645NW,FALSE,None,,None,0,0,0,,,0,0,Boeing,747-200F,,,,FALSE,,SCHD,,121,,,Northwest Airlines,N/A,FALSE,,
DCA04MA061,ACC,59772,2004-07-25T02:15:00Z,Miami,Florida,United States,,N797AN,FALSE,DirectorBrief,2006-02-28T05:00:00Z,Serious,0,1,0,the in-flight encounter with unforecasted clear air turbulence.,,25.779832,-80.200218,Boeing,777,AIR,,,FALSE,2,SCHD,,121,None,VMC,AMERICAN AIRLINES INC,Completed,FALSE,,
NYC04LA174,ACC,59797,2004-07-21T09:15:00Z,Snow Hill,Virginia,United States,,N995CA,FALSE,DirectorBrief,2006-03-28T05:00:00Z,Serious,0,1,0,"The pilot's excessive maneuvering in response to a TCAS alert, which resulted in a serious injury to the flight attendant.",,38.056388,-75.46389,Bombardier,CL-600,AIR,,,FALSE,2,SCHD,,121,None,VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=59797,1/11/2006 16:53
NYC04LA168,ACC,59678,2004-07-17T19:42:00Z,Flat Rock,Virginia,United States,,N812AW,FALSE,DirectorBrief,2005-02-24T05:00:00Z,Serious,0,1,0,An inadvertent encounter with turbulence in clouds during descent.,,37.533332,-77.833335,Airbus Industrie,A319,AIR,,,FALSE,2,SCHD,,121,None,VMC,,Completed,FALSE,,
CHI04LA196,ACC,59899,2004-07-16T00:04:00Z,Sheridan,Illinois,United States,,N585AA,FALSE,DirectorBrief,2005-07-07T04:00:00Z,Serious,0,1,0,The convection induced turbulence and the flight attendant not being restrained.,,41.511665,-88.705833,McDonnell Douglas,DC-9-82,AIR,ORD,CHICAGO O'HARE INTL,FALSE,2,SCHD,,121,None,VMC,,Completed,FALSE,,
ATL04IA156,INC,59658,2004-07-13T13:00:00Z,Atlanta,Georgia,United States,,N951LF,FALSE,DirectorBrief,2005-09-13T04:00:00Z,None,0,0,0,"The failure of company maintenance personnel to secure the nacelle/cowl doors, which resulted in a separation of the doors during takeoff initial climb.",,33.631523,-84.434163,Airbus Industrie,A320-233,AIR,KATL,Hartsfield-Jackson Atlanta Int,FALSE,2,SCHD,,121,Minor,VMC,"Ryan International Airlines, Inc.",Completed,FALSE,,
